词语	词性	权重	词频
诚恳	ad	1.89	3
自私	a	1.89	3
不菲	a	1.89	3
繁华	a	1.89	4
生气	a	1.89	4
以外	f	1.89	8
厅	n	1.89	11
焦	ng	1.89	12
族	ng	1.89	8
非	b	1.89	20
男	b	1.88	29
同期	f	1.87	11
诸多	m	1.87	6
门口	s	1.87	6
拆	v	1.87	9
北部	f	1.87	4
街头	s	1.87	4
短短	z	1.87	4
后期	f	1.87	4
半数	m	1.87	4
辛苦	a	1.86	3
人工	b	1.85	8
示	vg	1.85	11
镜	ng	1.84	7
幸福	a	1.84	4
热门	a	1.84	4
优越	a	1.84	4
刑事	b	1.84	5
手动	b	1.84	5
初期	f	1.84	6
四周	f	1.84	6
清醒	a	1.82	5
监	vg	1.82	30
北	f	1.81	32
塘	ng	1.81	6
展	vg	1.81	4
铺	v	1.80	14
7月	t	1.80	32
体	ng	1.80	9
zBD	n	1.79	9
击	vg	1.79	13
s	vshi	1.79	10
阁	ng	1.79	5
登	v	1.79	8
旗	n	1.79	7
刚	d	1.79	16
滨	ng	1.78	22
赔	v	1.78	5
引	v	1.78	6
骗	v	1.78	6
沪	b	1.76	27
倍	d	1.76	35
公安部	nt	1.76	5
腐败	an	1.75	2
紧密	a	1.75	2
坚定	ad	1.75	2
广阔	a	1.75	2
温暖	an	1.75	2
大胆	a	1.75	2
不够	a	1.75	2
富裕	a	1.75	2
正当	a	1.75	2
迫切	a	1.75	2
薄弱	a	1.75	2
混乱	an	1.75	2
不幸	ad	1.75	2
深远	a	1.75	2
热心	ad	1.75	2
平静	a	1.75	2
感慨	an	1.75	2
开阔	a	1.75	2
果断	ad	1.75	2
严谨	a	1.75	2
遥远	a	1.75	2
欣慰	a	1.75	2
可怕	a	1.75	2
新颖	a	1.75	2
宽敞	a	1.75	2
周密	a	1.75	2
诚实	a	1.75	2
浪漫	a	1.75	2
小心	ad	1.75	4
宽松	a	1.75	4
熟练	ad	1.75	2
流畅	a	1.75	2
低迷	a	1.75	2
明朗	a	1.75	2
稳固	a	1.75	2
荣幸	a	1.75	2
温柔	a	1.75	2
悲痛	an	1.75	2
猛烈	a	1.75	2
廉价	a	1.75	2
不可思议	al	1.75	2
美观	an	1.75	2
侥幸	an	1.75	2
出名	a	1.75	2
安静	a	1.75	2
不俗	a	1.75	2
值钱	a	1.75	2
热火朝天	al	1.75	2
过瘾	a	1.75	2
惨痛	a	1.75	2
愚蠢	a	1.75	2
麻木	a	1.75	2
诚信	a	1.75	2
省钱	a	1.75	2
可悲	a	1.75	2
莫名其妙	al	1.75	2
苦闷	a	1.75	2
惊诧	a	1.75	2
孤单	a	1.75	4
高挑	a	1.75	2
圆圆	a	1.75	2
不明不白	al	1.75	2
和而不同	al	1.75	2
郁闷	a	1.75	2
油	n	1.75	6
值	v	1.75	6
姜	nr1	1.75	6
肚	ng	1.75	6
莘	nr1	1.75	6
伤	n	1.75	3
乃	v	1.75	3
牵	v	1.75	3
猫	n	1.75	3
熊	n	1.75	3
厂	n	1.75	5
额	n	1.75	5
梅	ng	1.75	5
贵	a	1.75	10
赞比亚	nsf	1.74	18
七	m	1.73	30
似	vg	1.71	6
播	v	1.71	6
瘾	n	1.71	6
访	v	1.71	4
梦	n	1.71	4
闯	v	1.71	4
抵	v	1.71	4
抢	v	1.71	4
田	nr1	1.71	4
举	v	1.71	4
拨	v	1.71	4
捧	v	1.71	4
刀	n	1.71	4
食	v	1.71	4
刮	v	1.71	4
cD	n	1.71	4
餐	ng	1.71	4
捏	v	1.71	4
罩	v	1.71	4
膝	ng	1.71	4
藤	n	1.71	4
完整	a	1.71	3
激动	a	1.71	3
有序	ad	1.71	3
适度	ad	1.71	3
自豪	a	1.71	3
蓬勃	a	1.71	3
曲折	an	1.71	3
迅猛	a	1.71	3
整齐	a	1.71	3
乏力	a	1.71	3
可笑	a	1.71	3
响	v	1.70	5
挑	v	1.70	5
庭	ng	1.70	5
葱	n	1.70	5
撇	v	1.70	17
布	vg	1.69	7
锅	n	1.69	6
势必	d	1.69	8
黄毅	nr	1.68	12
十几	m	1.68	7
丝毫	m	1.68	9
树	n	1.68	5
逼	v	1.68	5
羊	n	1.67	5
旧	a	1.67	15
丽	vg	1.66	16
前后	f	1.66	7
读	v	1.65	3
意	ng	1.65	3
题	n	1.65	3
缺	v	1.65	3
河	n	1.65	3
桥	n	1.65	3
表	n	1.65	3
志	n	1.65	3
解	v	1.65	3
助	v	1.65	3
枪	n	1.65	3
滑	v	1.65	3
铜	n	1.65	3
限	v	1.65	3
审	v	1.65	3
炸	v	1.65	3
季	ng	1.65	3
催	v	1.65	3
咬	vi	1.65	3
陷	vi	1.65	6
效	ng	1.65	3
渔	ng	1.65	6
揉	v	1.65	3
妇	ng	1.65	6
公正	a	1.65	4
汇	v	1.65	8
罕见	a	1.65	4
神奇	a	1.65	4
缂	n	1.65	40
2012年	t	1.64	7
西方	s	1.64	7
毕竟	d	1.64	5
余	m	1.64	30
舰	ng	1.63	7
特约	b	1.63	7
塞	v	1.63	5
味	ng	1.63	5
逛	v	1.63	5
探	v	1.63	5
仓	ng	1.63	5
５	m	1.63	4
偏	a	1.62	18
姓	n	1.62	4
抗	v	1.62	4
神	n	1.62	4
闹	v	1.62	4
木	ng	1.62	4
衣	ng	1.62	4
挡	v	1.62	2
雇	v	1.62	4
巷	ng	1.62	4
超	h	1.61	26
侯	nr1	1.60	16
干部	n	1.60	1
以便	d	1.60	6
农民	n	1.60	1
station	nz	1.60	1
不妨	d	1.60	5
市场经济	n	1.60	1
tool	v	1.60	1
革命	vn	1.60	1
势	ng	1.60	5
泡	v	1.60	5
方针	n	1.60	1
light	n	1.60	1
country	n	1.60	2
thing	n	1.60	2
会谈	vn	1.60	1
代表团	n	1.60	1
党员	n	1.60	1
全省	n	1.60	1
人民日报	nz	1.60	2
精神文明	n	1.60	1
斗争	vn	1.60	1
军队	n	1.60	1
close	v	1.60	2
开拓	v	1.60	1
文学	n	1.60	1
收购	vn	1.60	1
作风	n	1.60	1
参观	v	1.60	2
文艺	n	1.60	1
自治区	n	1.60	1
评价	vn	1.60	1
union	n	1.60	1
report	n	1.60	2
整顿	v	1.60	1
决议	n	1.60	1
作家	n	1.60	2
产业化	vn	1.60	1
计算机	n	1.60	1
战士	n	1.60	1
积极性	n	1.60	2
人生	n	1.60	1
一行	n	1.60	1
heart	n	1.60	1
履行	v	1.60	1
paper	n	1.60	2
个体	n	1.60	1
日元	n	1.60	1
对话	vn	1.60	1
宗教	n	1.60	1
大局	n	1.60	1
物质	n	1.60	1
改进	v	1.60	1
友谊	n	1.60	1
food	n	1.60	1
客人	n	1.60	1
治安	n	1.60	1
团体	n	1.60	1
领导班子	n	1.60	1
hair	n	1.60	1
招待会	n	1.60	1
毒品	n	1.60	1
来访	vi	1.60	1
青少年	n	1.60	1
全局	n	1.60	1
创建	v	1.60	1
district	n	1.60	1
工作者	n	1.60	1
发扬	v	1.60	1
lead	v	1.60	1
巩固	v	1.60	2
会晤	v	1.60	1
制裁	vn	1.60	1
承包	vn	1.60	1
决心	n	1.60	2
表演	vn	1.60	2
开辟	v	1.60	1
大事	n	1.60	1
消除	v	1.60	1
调动	v	1.60	1
减轻	v	1.60	2
条约	n	1.60	1
生产总值	n	1.60	1
继承	vn	1.60	1
对外开放	vl	1.60	2
廉政	n	1.60	1
小说	n	1.60	1
厂长	n	1.60	1
事迹	n	1.60	1
英雄	n	1.60	1
外贸	n	1.60	1
一生	n	1.60	1
困境	n	1.60	1
危害	v	1.60	1
恶劣	a	1.60	5
普及	v	1.60	1
任命	v	1.60	1
国情	n	1.60	2
丰收	vi	1.60	1
直辖市	n	1.60	1
精品	n	1.60	2
党政	n	1.60	4
性质	n	1.60	1
好事	n	1.60	1
空气	n	1.60	1
气象	n	1.60	1
marriage	n	1.60	1
磋商	v	1.60	1
动物	n	1.60	1
大地	n	1.60	1
主权	n	1.60	1
增进	v	1.60	1
base	vd	1.60	2
办学	vi	1.60	1
借鉴	v	1.60	1
发射	v	1.60	1
全区	n	1.60	3
脱贫	vi	1.60	1
传播	v	1.60	1
激励	vn	1.60	1
驻华	vn	1.60	1
放在	v	1.60	1
体会	vn	1.60	1
mark	n	1.60	1
授予	v	1.60	1
致力	v	1.60	1
回国	vi	1.60	1
预报	vn	1.60	1
使命	n	1.60	1
魅力	n	1.60	2
博士	n	1.60	1
百姓	n	1.60	1
上级	n	1.60	1
立足	vi	1.60	1
博物馆	n	1.60	1
团长	n	1.60	1
议长	n	1.60	1
号召	v	1.60	1
着眼	vi	1.60	1
面貌	n	1.60	1
规范化	vi	1.60	2
座谈	v	1.60	1
政党	n	1.60	1
学员	n	1.60	1
移民	n	1.60	1
增长点	n	1.60	1
内阁	n	1.60	1
变革	vn	1.60	2
创造性	n	1.60	1
导向	n	1.60	1
高等教育	nl	1.60	1
旨在	v	1.60	1
党风	n	1.60	1
开办	v	1.60	1
协定	n	1.60	1
培训班	n	1.60	1
境界	n	1.60	1
论述	vn	1.60	1
回顾	v	1.60	2
song	n	1.60	1
阐述	v	1.60	1
人人	n	1.60	1
涌现	v	1.60	1
色彩	n	1.60	1
青春	n	1.60	1
分开	vi	1.60	1
对策	n	1.60	1
展出	v	1.60	1
往来	vn	1.60	1
心灵	n	1.60	1
用人	vn	1.60	1
合资	vn	1.60	3
证书	n	1.60	1
流域	n	1.60	1
颁布	v	1.60	2
将军	n	1.60	1
淘汰	v	1.60	2
纲领	n	1.60	1
天地	n	1.60	2
情感	n	1.60	1
shop	n	1.60	1
办案	vn	1.60	1
师生	n	1.60	1
氛围	n	1.60	1
办公	vi	1.60	1
兴起	v	1.60	1
武术	n	1.60	1
议案	n	1.60	1
博览会	n	1.60	1
敢于	v	1.60	1
novel	n	1.60	2
着重	v	1.60	1
导弹	n	1.60	1
好处	n	1.60	1
岁月	n	1.60	1
诗人	n	1.60	1
家园	n	1.60	2
生长	vn	1.60	1
计划经济	n	1.60	1
化解	v	1.60	1
转向	vi	1.60	2
助理	n	1.60	1
实质	n	1.60	2
吸纳	v	1.60	1
moon	n	1.60	1
上学	vi	1.60	1
利息	n	1.60	1
许可证	n	1.60	3
荣获	v	1.60	1
台阶	n	1.60	1
入手	vi	1.60	1
院校	n	1.60	1
边界	n	1.60	2
服从	v	1.60	1
大业	n	1.60	2
专利	n	1.60	1
走访	v	1.60	1
不准	v	1.60	1
签字	vi	1.60	1
中文	nz	1.60	1
营养	n	1.60	1
命令	n	1.60	1
赞扬	vn	1.60	1
书籍	n	1.60	1
光明	n	1.60	1
第三产业	nl	1.60	2
担负	v	1.60	1
收取	v	1.60	1
短缺	vi	1.60	1
演讲	vn	1.60	1
投身	v	1.60	1
事物	n	1.60	1
利于	v	1.60	1
亲人	n	1.60	1
部委	n	1.60	1
行列	n	1.60	1
等于	v	1.60	1
名誉	n	1.60	1
场面	n	1.60	2
突破口	n	1.60	1
取决于	v	1.60	2
达标	vi	1.60	1
出任	v	1.60	1
写作	v	1.60	1
出于	v	1.60	1
职权	n	1.60	2
依托	v	1.60	2
后勤	n	1.60	1
指引	vn	1.60	1
起点	n	1.60	1
心血	n	1.60	2
怀念	v	1.60	1
共产主义	n	1.60	1
纲要	n	1.60	1
替代	v	1.60	1
中介	n	1.60	1
增添	v	1.60	1
洪水	n	1.60	1
编写	v	1.60	1
懂得	v	1.60	2
视为	v	1.60	1
重任	n	1.60	1
领袖	n	1.60	1
大楼	n	1.60	1
取代	v	1.60	1
风采	n	1.60	3
舞蹈	n	1.60	1
倡议	n	1.60	1
海峡	n	1.60	1
揭晓	vi	1.60	1
着手	v	1.60	1
民工	n	1.60	1
歹徒	n	1.60	1
侵犯	vn	1.60	1
david	nz	1.60	1
逮捕	v	1.60	3
筹措	v	1.60	1
获胜	vn	1.60	1
开会	vi	1.60	1
保卫	v	1.60	1
容量	n	1.60	1
上去	vf	1.60	2
牌子	n	1.60	1
啤酒	n	1.60	1
人间	n	1.60	1
响应	v	1.60	1
问世	vi	1.60	1
变为	v	1.60	1
月球	n	1.60	2
生命力	n	1.60	1
宾馆	n	1.60	1
网球	n	1.60	1
家具	n	1.60	1
动态	n	1.60	1
投放	v	1.60	1
专用	vn	1.60	1
扩建	vn	1.60	1
立案	vn	1.60	1
好像	v	1.60	1
航班	n	1.60	1
任期	n	1.60	1
长官	n	1.60	1
价值观	n	1.60	1
占用	v	1.60	1
挪用	v	1.60	1
来临	vi	1.60	1
为首	vi	1.60	1
表面	n	1.60	1
吸取	v	1.60	2
修养	n	1.60	1
信访	n	1.60	1
出资	vi	1.60	1
游人	n	1.60	1
柜台	n	1.60	1
渴望	vd	1.60	1
检察长	n	1.60	2
农副产品	n	1.60	1
记忆	n	1.60	1
使馆	n	1.60	1
高速公路	n	1.60	1
微笑	vi	1.60	1
少儿	n	1.60	1
加紧	vd	1.60	1
灵魂	n	1.60	1
总产值	n	1.60	1
请求	n	1.60	1
征管	vn	1.60	1
rachel	nz	1.60	1
挂钩	vi	1.60	1
主编	v	1.60	1
住院	vi	1.60	1
世人	n	1.60	1
难关	n	1.60	1
深度	n	1.60	1
流入	v	1.60	1
下达	v	1.60	1
气息	n	1.60	1
主观	n	1.60	1
法案	n	1.60	1
爱护	v	1.60	1
才能	n	1.60	1
信仰	n	1.60	1
爱好者	n	1.60	1
限期	vd	1.60	1
学位	n	1.60	1
任职	v	1.60	1
北风	n	1.60	1
度过	v	1.60	1
选出	v	1.60	1
意思	n	1.60	1
聚集	v	1.60	2
包袱	n	1.60	2
负债	vi	1.60	1
大队	n	1.60	2
前所未有	vl	1.60	1
拜年	vi	1.60	1
汉族	nz	1.60	1
民心	n	1.60	1
极端	n	1.60	1
塑料	n	1.60	1
递增	vi	1.60	1
pentagon	n	1.60	2
共建	vn	1.60	1
抗议	vn	1.60	1
居委会	n	1.60	1
赛场	n	1.60	1
筹资	vi	1.60	1
终身	n	1.60	1
否定	v	1.60	1
亚太地区	n	1.60	1
世界杯赛	n	1.60	1
诸如	v	1.60	1
姿态	n	1.60	1
增值税	n	1.60	1
hurt	n	1.60	2
sugar	n	1.60	1
互补	vn	1.60	1
辐射	vn	1.60	2
大自然	n	1.60	1
会场	n	1.60	1
绘画	n	1.60	1
小伙子	n	1.60	1
融入	v	1.60	1
使用权	n	1.60	1
专栏	n	1.60	1
载体	n	1.60	1
群众性	n	1.60	4
下决心	vi	1.60	1
救济	vn	1.60	1
失业率	n	1.60	1
透明度	n	1.60	1
当做	v	1.60	1
关切	vn	1.60	1
动用	v	1.60	1
水准	n	1.60	1
议程	n	1.60	1
力求	v	1.60	1
束缚	v	1.60	1
预定	v	1.60	1
经济学家	n	1.60	1
中央委员	n	1.60	1
结成	v	1.60	1
挖掘	v	1.60	1
地带	n	1.60	1
所在地	n	1.60	1
没收	v	1.60	2
创立	v	1.60	1
不惜	v	1.60	2
燃烧	v	1.60	1
级别	n	1.60	1
高低	n	1.60	1
相声	n	1.60	1
情形	n	1.60	2
造型	n	1.60	1
台商	n	1.60	1
互助	vn	1.60	1
预赛	n	1.60	1
总统府	n	1.60	1
旧货	n	1.60	1
专业化	vn	1.60	1
储量	n	1.60	1
客商	n	1.60	1
增效	v	1.60	1
代替	v	1.60	1
扭转	v	1.60	1
两地	n	1.60	1
施行	v	1.60	1
战斗力	n	1.60	1
输出	vn	1.60	1
大街	n	1.60	1
公积金	n	1.60	2
牡丹	n	1.60	1
提请	v	1.60	1
盛会	n	1.60	1
种族	n	1.60	1
观测	vn	1.60	1
视角	n	1.60	1
集会	vn	1.60	1
闻名	v	1.60	2
称之为	v	1.60	1
迈进	vi	1.60	1
图像	n	1.60	1
maid	n	1.60	1
电台	n	1.60	1
政局	n	1.60	1
模拟	vn	1.60	1
客运	n	1.60	1
情报	n	1.60	1
轰动	vn	1.60	1
滥用	v	1.60	1
电视机	n	1.60	1
为由	vi	1.60	1
本领	n	1.60	1
图案	n	1.60	1
实验室	n	1.60	1
题写	v	1.60	1
所得	n	1.60	1
总面积	n	1.60	1
通往	v	1.60	2
双手	n	1.60	1
主业	n	1.60	1
信赖	v	1.60	2
受灾	vn	1.60	1
现实主义	n	1.60	1
在座	vi	1.60	1
合影	vi	1.60	1
弄虚作假	vl	1.60	1
查出	v	1.60	1
特困户	n	1.60	1
跟着	v	1.60	1
报社	n	1.60	2
干线	n	1.60	1
自尊	vi	1.60	2
julia	nz	1.60	1
声誉	n	1.60	1
感激	v	1.60	1
血液	n	1.60	1
交付	v	1.60	1
硬件	n	1.60	1
快餐	n	1.60	1
入股	vi	1.60	1
握手	vi	1.60	1
谅解	vn	1.60	1
回避	v	1.60	1
削弱	v	1.60	1
基金会	n	1.60	1
平民	n	1.60	2
指控	vn	1.60	2
奶奶	n	1.60	1
多方面	n	1.60	1
交纳	vn	1.60	1
下功夫	v	1.60	2
academy	n	1.60	1
含义	n	1.60	1
用途	n	1.60	1
无力	vi	1.60	1
写道	v	1.60	1
汇集	v	1.60	1
小雨	n	1.60	1
惩处	v	1.60	1
飞跃	vn	1.60	2
人生观	n	1.60	1
大战	n	1.60	1
各行各业	nl	1.60	1
生活费	n	1.60	2
送行	vi	1.60	1
茶叶	n	1.60	2
高龄	n	1.60	1
瞩目	vi	1.60	1
每逢	v	1.60	1
足迹	n	1.60	1
招商引资	vl	1.60	2
联欢	vn	1.60	1
自救	vn	1.60	1
告诫	v	1.60	1
所有权	n	1.60	1
火星	n	1.60	1
增至	v	1.60	1
盼望	v	1.60	1
积压	v	1.60	1
门类	n	1.60	1
全权	n	1.60	1
吸毒	vn	1.60	1
打动	v	1.60	1
震动	vn	1.60	1
穿过	v	1.60	1
抵京	v	1.60	2
生效	vi	1.60	1
水面	n	1.60	1
公务	n	1.60	1
suite	n	1.60	1
向往	v	1.60	1
职位	n	1.60	1
规章	n	1.60	1
看作	v	1.60	1
纳粹	n	1.60	1
赶上	v	1.60	1
改观	vi	1.60	1
归来	vi	1.60	1
值班	vn	1.60	1
伸出	v	1.60	1
皇帝	n	1.60	3
惯例	n	1.60	1
并存	vi	1.60	1
分行	n	1.60	1
基础性	n	1.60	1
报酬	n	1.60	1
市场占有率	n	1.60	1
倾注	v	1.60	2
深表	v	1.60	1
送礼	vi	1.60	1
附加值	n	1.60	1
经济基础	nl	1.60	1
开赛	vi	1.60	1
抱怨	vn	1.60	1
滋生	v	1.60	1
攀登	v	1.60	1
位居	v	1.60	1
无私	v	1.60	1
示范区	n	1.60	1
混合	vn	1.60	1
昼夜	n	1.60	2
紧迫感	n	1.60	1
大人	n	1.60	1
同情	v	1.60	1
商讨	v	1.60	1
减产	vn	1.60	1
目录	n	1.60	1
剖析	vn	1.60	1
货运	n	1.60	1
高温	n	1.60	1
写信	vi	1.60	1
危及	v	1.60	1
走近	v	1.60	1
路面	n	1.60	2
误区	n	1.60	1
病房	n	1.60	1
照明	n	1.60	1
经济界	n	1.60	1
老乡	n	1.60	1
排列	v	1.60	1
自动化	vn	1.60	1
客场	n	1.60	1
得失	n	1.60	1
指南	n	1.60	1
原定	v	1.60	1
flash	n	1.60	2
loop	n	1.60	1
大风	n	1.60	1
售后服务	nl	1.60	1
营业额	n	1.60	1
假冒	vn	1.60	1
专员	n	1.60	1
场合	n	1.60	1
运送	v	1.60	1
交叉	v	1.60	2
比率	n	1.60	1
牵动	v	1.60	1
奔波	vi	1.60	1
储存	vn	1.60	1
正值	v	1.60	1
优点	n	1.60	1
餐厅	n	1.60	1
情怀	n	1.60	1
在职	vn	1.60	1
婚礼	n	1.60	1
不乏	v	1.60	1
是非	n	1.60	1
挽救	v	1.60	1
养成	v	1.60	2
发给	v	1.60	1
挽回	v	1.60	1
地段	n	1.60	1
搬迁	v	1.60	1
连锁	vn	1.60	1
普查	vn	1.60	1
就职	vi	1.60	1
破除	v	1.60	1
聚会	vi	1.60	1
力图	v	1.60	1
inc.	n	1.60	1
前人	n	1.60	1
剧院	n	1.60	1
师资	n	1.60	1
萎缩	vi	1.60	1
保护主义	n	1.60	1
抬头	vd	1.60	1
电厂	n	1.60	1
露出	v	1.60	2
本色	n	1.60	1
摆放	v	1.60	1
医护	vn	1.60	1
眼界	n	1.60	1
不宜	v	1.60	2
置身	v	1.60	1
源于	v	1.60	1
神话	n	1.60	1
再生	vn	1.60	1
不止	v	1.60	1
源泉	n	1.60	1
风云	n	1.60	1
水产	n	1.60	1
旅游者	n	1.60	1
分成	vn	1.60	1
撤出	v	1.60	1
传记	n	1.60	1
加工厂	n	1.60	2
防务	n	1.60	1
闻讯	vi	1.60	1
大豆	n	1.60	1
可行性	n	1.60	1
子公司	n	1.60	1
自主权	n	1.60	1
精华	n	1.60	1
奋进	vi	1.60	1
心思	n	1.60	1
种田	vi	1.60	1
疑虑	n	1.60	1
选定	v	1.60	1
lover	n	1.60	1
迎战	v	1.60	1
友情	n	1.60	1
备受	v	1.60	1
辩论	vn	1.60	1
肿瘤	n	1.60	1
技术员	n	1.60	1
过往	vn	1.60	1
赶赴	v	1.60	1
惩罚	vn	1.60	1
妥协	vn	1.60	2
起伏	vn	1.60	1
不予	v	1.60	1
病情	n	1.60	2
担子	n	1.60	1
审视	v	1.60	1
院所	n	1.60	1
成份	n	1.60	1
寺庙	n	1.60	2
无视	v	1.60	1
当家作主	vl	1.60	1
入伍	vi	1.60	1
有幸	v	1.60	1
侵蚀	v	1.60	2
出门	vi	1.60	1
闪烁	v	1.60	2
处置	v	1.60	1
部位	n	1.60	1
博士生	n	1.60	1
严打	v	1.60	1
时空	n	1.60	1
学期	n	1.60	1
闯入	v	1.60	2
流向	v	1.60	1
致函	v	1.60	1
冲破	v	1.60	1
不可避免	vl	1.60	1
为重	vi	1.60	1
我家	n	1.60	1
款项	n	1.60	1
专电	n	1.60	1
转入	v	1.60	2
报表	n	1.60	1
痕迹	n	1.60	1
自来水	n	1.60	1
损坏	vn	1.60	1
队友	n	1.60	1
运往	v	1.60	1
密度	n	1.60	1
跳水	vn	1.60	1
显现	v	1.60	2
抛弃	v	1.60	1
中组部	n	1.60	1
求职	vn	1.60	1
筛选	vn	1.60	1
兴奋剂	n	1.60	1
食用	v	1.60	1
前辈	n	1.60	1
滋味	n	1.60	1
伤员	n	1.60	1
西瓜	n	1.60	1
主人公	n	1.60	2
一角	n	1.60	2
行程	n	1.60	1
校舍	n	1.60	1
分组	vd	1.60	1
矿区	n	1.60	1
gauge	n	1.60	1
burma	nz	1.60	2
channel	n	1.60	2
罪行	n	1.60	2
河水	n	1.60	2
络绎不绝	vl	1.60	1
洗衣机	n	1.60	1
八一	nz	1.60	1
售出	v	1.60	1
重心	n	1.60	1
严惩	vn	1.60	1
创出	v	1.60	1
往返	vi	1.60	1
纺织品	n	1.60	1
蕴含	v	1.60	1
采纳	v	1.60	1
搜集	v	1.60	1
起义	vn	1.60	2
共和	n	1.60	1
讽刺	v	1.60	1
电缆	n	1.60	2
普法	vn	1.60	1
体质	n	1.60	1
越过	v	1.60	1
评论家	n	1.60	1
医治	v	1.60	1
政治部	n	1.60	1
降临	vi	1.60	1
上证	n	1.60	1
疑问	n	1.60	1
总计	v	1.60	1
领到	v	1.60	1
神经	n	1.60	1
理事	n	1.60	1
世代	n	1.60	2
营业执照	n	1.60	2
粮油	n	1.60	2
调查组	n	1.60	1
华诞	n	1.60	1
邮局	n	1.60	2
大关	n	1.60	1
废物	n	1.60	1
最低点	n	1.60	1
素有	v	1.60	1
勉励	v	1.60	1
全身	n	1.60	1
名言	n	1.60	1
深思	vi	1.60	1
举动	n	1.60	1
引来	v	1.60	1
负责制	n	1.60	1
话语	n	1.60	1
水产品	n	1.60	2
官司	n	1.60	1
信用证	n	1.60	1
查清	v	1.60	1
云集	v	1.60	1
享年	n	1.60	1
协办	vi	1.60	1
剧中	n	1.60	1
同业	n	1.60	1
桂冠	n	1.60	1
降落	vi	1.60	1
不容	v	1.60	1
晚报	n	1.60	1
源源不断	vl	1.60	2
年间	n	1.60	2
屋顶	n	1.60	2
法学	n	1.60	1
动机	n	1.60	1
离去	vi	1.60	1
喜讯	n	1.60	1
分级	v	1.60	1
馆长	n	1.60	4
调剂	vn	1.60	1
专人	n	1.60	1
世界性	n	1.60	1
推选	v	1.60	1
电梯	n	1.60	1
运载火箭	nl	1.60	1
抢占	v	1.60	1
身子	n	1.60	1
相距	vi	1.60	1
受害者	n	1.60	1
带队	vi	1.60	1
西服	n	1.60	1
古籍	n	1.60	1
哥哥	n	1.60	1
导师	n	1.60	1
形容	vd	1.60	1
畜牧	n	1.60	1
小雪	n	1.60	1
货币化	vn	1.60	2
佳作	n	1.60	1
下放	v	1.60	2
超额	vd	1.60	1
防御	vn	1.60	2
共同点	n	1.60	1
面孔	n	1.60	1
分支	n	1.60	1
深有感触	vl	1.60	1
供不应求	vl	1.60	1
锦旗	n	1.60	1
会诊	vn	1.60	1
吸烟	vi	1.60	1
学府	n	1.60	1
上诉	vn	1.60	1
初衷	n	1.60	1
剥夺	v	1.60	1
蹲点	vi	1.60	1
安居乐业	vl	1.60	1
坚守	v	1.60	1
陷于	v	1.60	1
不容忽视	vl	1.60	1
心脏病	n	1.60	4
得主	n	1.60	2
敬佩	v	1.60	2
聘用	v	1.60	1
层出不穷	vl	1.60	1
失衡	vi	1.60	1
医师	n	1.60	1
环卫	n	1.60	1
劳动密集型	n	1.60	1
察看	v	1.60	1
命题	n	1.60	1
盛行	v	1.60	1
源远流长	vl	1.60	2
引用	v	1.60	1
宣称	v	1.60	1
标题	n	1.60	1
大政方针	n	1.60	1
来往	vi	1.60	1
败坏	v	1.60	1
主线	n	1.60	1
成年人	n	1.60	1
回首	vi	1.60	1
专场	n	1.60	1
监督员	n	1.60	1
总产	n	1.60	1
样式	n	1.60	1
主演	v	1.60	1
选购	v	1.60	1
打法	n	1.60	1
减缓	v	1.60	1
出场	vi	1.60	1
视线	n	1.60	2
保密	vn	1.60	1
激化	v	1.60	1
稳定性	n	1.60	1
少女	n	1.60	1
放眼	vd	1.60	2
巨人	n	1.60	1
看上去	v	1.60	1
华裔	n	1.60	1
吉祥	n	1.60	1
建行	n	1.60	1
介绍所	n	1.60	1
回合	n	1.60	1
订单	n	1.60	1
拥抱	vn	1.60	1
众议院	n	1.60	1
中兴	nz	1.60	1
伦理	n	1.60	1
以身作则	vl	1.60	1
重温	v	1.60	1
时分	n	1.60	1
配偶	n	1.60	1
碰到	v	1.60	1
身亡	vi	1.60	1
被盗	vn	1.60	2
农贸市场	n	1.60	1
沉浸	vi	1.60	1
珍视	v	1.60	1
通向	v	1.60	2
通话	vn	1.60	2
原子弹	n	1.60	1
配件	n	1.60	1
奖状	n	1.60	1
放手	vi	1.60	1
叔叔	n	1.60	4
小车	n	1.60	1
频率	n	1.60	1
随处可见	vl	1.60	1
横向	n	1.60	1
分娩	vn	1.60	1
来宾	n	1.60	1
展品	n	1.60	1
家政	n	1.60	1
征程	n	1.60	1
午餐	n	1.60	1
连任	v	1.60	1
工期	n	1.60	1
公证	vn	1.60	3
查找	v	1.60	1
署长	n	1.60	2
必备	v	1.60	1
桌子	n	1.60	1
后续	vn	1.60	1
大众化	vi	1.60	1
乐趣	n	1.60	2
缩影	n	1.60	1
高楼	n	1.60	1
结局	n	1.60	1
过问	v	1.60	2
价钱	n	1.60	2
院子	n	1.60	2
征税	vi	1.60	1
背着	v	1.60	1
有毒	vn	1.60	1
博得	v	1.60	1
得了	vi	1.60	1
锐减	vi	1.60	1
报案	vi	1.60	1
民政	n	1.60	1
制成	v	1.60	1
弥漫	v	1.60	1
无关	v	1.60	1
结识	v	1.60	1
裁员	vn	1.60	1
生死	n	1.60	1
专线	n	1.60	1
意识形态	nl	1.60	1
影子	n	1.60	1
ribbon	n	1.60	1
daniel	nz	1.60	2
学识	n	1.60	1
开行	v	1.60	1
赌博	vi	1.60	1
脑袋	n	1.60	2
回想	v	1.60	1
