Word	Part-Of-Speech	Weight	Frequency
俗话说	vl	1.60	1
头发	n	1.60	2
团聚	vi	1.60	2
斗志	n	1.60	1
半导体	n	1.60	1
废墟	n	1.60	1
对阵	vi	1.60	1
淡化	v	1.60	1
预案	n	1.60	1
肉类	n	1.60	1
居高不下	vl	1.60	1
长跑	vn	1.60	1
民俗	n	1.60	1
选人	v	1.60	1
开盘	vi	1.60	1
过关	vi	1.60	1
草莓	n	1.60	34
三等奖	n	1.60	1
交织	v	1.60	1
后盾	n	1.60	1
动工	vi	1.60	1
看似	v	1.60	1
预示	v	1.60	2
问卷	n	1.60	2
呼吸	vn	1.60	1
文书	n	1.60	1
征途	n	1.60	2
电线	n	1.60	1
出击	vi	1.60	1
喇叭	n	1.60	1
良心	n	1.60	1
称作	v	1.60	1
差错	n	1.60	1
大脑	n	1.60	1
法令	n	1.60	1
一身	n	1.60	1
萌芽	vn	1.60	1
亟待解决	vl	1.60	3
口头	n	1.60	3
基础教育	nl	1.60	2
突飞猛进	vl	1.60	2
裁定	vn	1.60	1
外币	n	1.60	1
钢筋	n	1.60	1
秘书处	n	1.60	1
环球	n	1.60	1
产地	n	1.60	1
再接再厉	vl	1.60	1
核电	n	1.60	1
竖起	v	1.60	1
隶属	v	1.60	1
救治	v	1.60	1
总和	n	1.60	1
出征	vi	1.60	1
时隔	v	1.60	1
computing	vi	1.60	4
dash	n	1.60	1
processed	vd	1.60	1
array	n	1.60	1
刷新	v	1.60	1
红楼梦	nz	1.60	1
跳动	vi	1.60	4
抽出	v	1.60	1
心里话	n	1.60	1
电讯	n	1.60	1
士气	n	1.60	2
北上	vi	1.60	2
牛肉	n	1.60	1
归属	v	1.60	1
起源	n	1.60	1
封面	n	1.60	1
估量	v	1.60	1
掩盖	v	1.60	1
主办者	n	1.60	1
硕果	n	1.60	1
容忍	v	1.60	2
电路	n	1.60	1
挖潜	vn	1.60	1
法西斯	nz	1.60	2
腐蚀	vn	1.60	2
乡土	n	1.60	1
气质	n	1.60	1
母子	n	1.60	1
果实	n	1.60	1
国界	n	1.60	2
图表	n	1.60	1
存入	v	1.60	1
压倒	v	1.60	1
丧生	vi	1.60	1
一丝不苟	vl	1.60	1
半岛	n	1.60	4
新秀	n	1.60	1
乐于	v	1.60	1
己任	n	1.60	1
有效性	n	1.60	2
依存	vi	1.60	3
报到	vi	1.60	1
古今	n	1.60	1
远在	v	1.60	1
好坏	n	1.60	1
追赶	v	1.60	1
新闻记者	n	1.60	1
铲除	v	1.60	1
清洗	vn	1.60	1
招呼	v	1.60	2
名副其实	vl	1.60	1
人世	n	1.60	1
奴隶	n	1.60	1
钻井	vn	1.60	1
表述	vn	1.60	1
侵华	vi	1.60	2
屏障	n	1.60	1
MARIA	nz	1.60	1
analyzer	v	1.60	8
export	n	1.60	6
名片	n	1.60	2
教学楼	n	1.60	1
排练	vn	1.60	1
报考	v	1.60	1
升高	v	1.60	1
公主	n	1.60	2
工种	n	1.60	1
网络化	vn	1.60	4
解救	v	1.60	1
持之以恒	vl	1.60	2
商城	n	1.60	1
不息	vi	1.60	1
无异	vi	1.60	1
正道	n	1.60	1
姐姐	n	1.60	1
直线	n	1.60	1
剥离	vi	1.60	2
申办	v	1.60	3
跳出	v	1.60	2
感悟	vn	1.60	2
韵味	n	1.60	2
独具	v	1.60	2
底蕴	n	1.60	2
听课	vi	1.60	1
折磨	v	1.60	1
人性	n	1.60	1
来得	vi	1.60	3
想想	v	1.60	1
一刀切	vi	1.60	2
献礼	n	1.60	1
舍不得	v	1.60	1
真话	n	1.60	1
生命线	n	1.60	1
高性能	n	1.60	1
冲刺	vi	1.60	1
琳琅满目	vl	1.60	1
武装力量	nl	1.60	1
岛屿	n	1.60	1
着落	n	1.60	1
试用	v	1.60	3
翅膀	n	1.60	3
去处	n	1.60	1
建起	v	1.60	1
享誉	v	1.60	1
旅途	n	1.60	1
考入	v	1.60	1
本金	n	1.60	1
追加	v	1.60	1
可怜	v	1.60	1
毁灭	v	1.60	1
佩戴	v	1.60	1
步子	n	1.60	1
扣押	v	1.60	1
用语	n	1.60	2
折射	vi	1.60	2
建校	v	1.60	1
课本	n	1.60	1
关照	v	1.60	1
国画	n	1.60	2
身手	n	1.60	2
尾声	n	1.60	2
谈谈	v	1.60	2
换取	v	1.60	1
主力军	n	1.60	2
史诗	n	1.60	1
脚跟	n	1.60	1
噪声	n	1.60	1
杰作	n	1.60	1
jason	nz	1.60	1
coin	n	1.60	1
eden	nz	1.60	1
大势所趋	nl	1.60	2
专辑	n	1.60	2
急功近利	vl	1.60	1
迁移	v	1.60	2
产学研	n	1.60	1
衍生	vi	1.60	2
殖民	vn	1.60	1
事儿	n	1.60	1
外流	vi	1.60	1
经销商	n	1.60	1
顾及	v	1.60	1
相当于	v	1.60	1
充电	vi	1.60	1
倒退	vi	1.60	1
修改稿	n	1.60	1
抒发	v	1.60	1
初见成效	vl	1.60	4
根基	n	1.60	1
出头	vi	1.60	2
手续费	n	1.60	2
来源于	v	1.60	1
先例	n	1.60	2
强者	n	1.60	1
攀比	v	1.60	1
鼓吹	v	1.60	1
送别	v	1.60	1
憧憬	vn	1.60	1
订购	v	1.60	1
墙壁	n	1.60	1
同伴	n	1.60	1
精度	n	1.60	1
盟友	n	1.60	1
停滞不前	vl	1.60	1
人学	n	1.60	2
战乱	n	1.60	1
点缀	vn	1.60	1
侦破	vn	1.60	2
创作者	n	1.60	1
作法	n	1.60	1
树叶	n	1.60	5
复杂性	n	1.60	1
就医	vi	1.60	1
基石	n	1.60	1
摘取	v	1.60	1
门面	n	1.60	1
看齐	vi	1.60	1
流氓	n	1.60	1
内务	n	1.60	1
拨付	v	1.60	1
战火	n	1.60	2
交涉	v	1.60	1
时日	n	1.60	1
长期性	n	1.60	1
借此机会	vl	1.60	2
连续性	n	1.60	2
精通	v	1.60	3
评委	n	1.60	1
送入	v	1.60	1
密不可分	vl	1.60	1
二胡	n	1.60	2
一般来说	vl	1.60	3
燃眉之急	nl	1.60	1
叙事	vn	1.60	1
座无虚席	vl	1.60	1
归功	vi	1.60	1
脚印	n	1.60	1
沙发	n	1.60	1
震荡	vn	1.60	1
叹息	vi	1.60	1
靠拢	v	1.60	2
试验区	n	1.60	1
亮点	n	1.60	1
演绎	v	1.60	1
政治局	n	1.60	1
汇款	n	1.60	1
黑市	n	1.60	1
笔记本	n	1.60	1
近乎	v	1.60	1
纯属	v	1.60	1
伙食	n	1.60	1
自制	v	1.60	1
停顿	vi	1.60	1
终止	v	1.60	1
judy	nz	1.60	1
securities	n	1.60	1
uncommon	n	1.60	1
topic	n	1.60	2
考证	vn	1.60	2
挫伤	v	1.60	1
血脉	n	1.60	3
先驱	n	1.60	1
纵深	n	1.60	1
反省	v	1.60	1
滞留	v	1.60	2
一帆风顺	vl	1.60	2
敬仰	vn	1.60	1
独具特色	vl	1.60	1
技术装备	nl	1.60	2
戏剧性	n	1.60	1
不容乐观	vl	1.60	2
小于	v	1.60	1
山河	n	1.60	1
保养	vn	1.60	1
讨价还价	vl	1.60	1
足球场	n	1.60	1
踪影	n	1.60	1
大有作为	vl	1.60	1
不解之缘	nl	1.60	2
受益者	n	1.60	2
此起彼伏	vl	1.60	3
点滴	n	1.60	1
切磋	v	1.60	2
凭证	n	1.60	2
充斥	v	1.60	2
说实话	vl	1.60	1
家用	n	1.60	1
掉以轻心	vl	1.60	1
打败	v	1.60	2
圣地	n	1.60	1
收据	n	1.60	1
持平	vi	1.60	1
优劣	n	1.60	1
扑火	v	1.60	1
好比	v	1.60	1
霸权主义	n	1.60	1
谈心	vi	1.60	1
物体	n	1.60	1
警戒	vn	1.60	1
估算	v	1.60	1
颠簸	vd	1.60	2
日语	nz	1.60	1
唱歌	vi	1.60	1
见识	v	1.60	1
师范	n	1.60	1
不动产	n	1.60	1
画像	n	1.60	1
想象力	n	1.60	1
家底	n	1.60	1
配方	n	1.60	1
作坊	n	1.60	1
冒充	v	1.60	2
定下	v	1.60	2
激荡	v	1.60	1
先河	n	1.60	1
生计	n	1.60	1
沉睡	vi	1.60	1
原子	n	1.60	1
清风	n	1.60	1
极限	n	1.60	1
镇压	v	1.60	1
期满	vi	1.60	1
柴油机	n	1.60	1
偏重	v	1.60	1
焕然一新	vl	1.60	1
报废	v	1.60	1
裂缝	n	1.60	1
工作量	n	1.60	1
感召力	n	1.60	1
硝烟	n	1.60	3
筷子	n	1.60	1
顶峰	n	1.60	2
您好	nl	1.60	1
讲师	n	1.60	1
打招呼	vi	1.60	1
磨练	v	1.60	1
演唱会	n	1.60	1
颗粒	n	1.60	1
更新换代	vl	1.60	5
劲头	n	1.60	1
雏形	n	1.60	1
子弹	n	1.60	1
住宿	vn	1.60	1
围剿	vn	1.60	2
殖民地	n	1.60	2
天皇	n	1.60	2
重叠	vi	1.60	1
调配	vn	1.60	1
布满	v	1.60	1
沦为	v	1.60	1
christopher	n	1.60	1
messenger	n	1.60	1
innovation	n	1.60	1
transactions	n	1.60	1
SORROW	n	1.60	1
擅长	v	1.60	1
装配	v	1.60	1
特产	n	1.60	2
淘汰赛	n	1.60	1
叶子	n	1.60	1
载入	v	1.60	1
倾心	vd	1.60	1
项链	n	1.60	1
牵涉	v	1.60	1
横跨	v	1.60	1
重病	n	1.60	1
全家人	n	1.60	1
失落	v	1.60	1
电能	n	1.60	1
白人	n	1.60	1
洗礼	vn	1.60	1
大队长	n	1.60	2
口径	n	1.60	1
干劲	n	1.60	1
尽心尽力	vl	1.60	1
领衔	vi	1.60	3
编号	vi	1.60	1
疏远	v	1.60	2
留住	v	1.60	2
感想	n	1.60	1
国籍	n	1.60	1
代表作	n	1.60	1
站台	n	1.60	4
送交	v	1.60	1
婆婆	n	1.60	1
少不了	vl	1.60	1
江水	n	1.60	1
冒险	vi	1.60	1
谋生	vi	1.60	2
梦幻	n	1.60	1
撤回	v	1.60	1
旗号	n	1.60	1
演化	vi	1.60	1
星空	n	1.60	1
扬长避短	vl	1.60	1
原型	n	1.60	1
交界	vi	1.60	1
心得	n	1.60	1
寓意	n	1.60	1
分摊	v	1.60	1
饱受	v	1.60	1
断裂	vi	1.60	1
利弊	n	1.60	1
方兴未艾	vl	1.60	3
结业	vn	1.60	2
剪纸	n	1.60	2
奋发	v	1.60	1
分数	n	1.60	1
庆幸	v	1.60	1
保鲜	vn	1.60	4
定性	vd	1.60	1
勾画	v	1.60	2
崭露头角	vl	1.60	2
声望	n	1.60	2
奔跑	vi	1.60	2
哲学家	n	1.60	1
降级	vn	1.60	1
短文	n	1.60	1
研究室	n	1.60	1
欠缺	vi	1.60	1
四海	n	1.60	1
流浪	v	1.60	1
小国	n	1.60	2
黑夜	n	1.60	1
避开	v	1.60	1
素材	n	1.60	1
列队	vi	1.60	1
电源	n	1.60	1
头顶	n	1.60	1
旅程	n	1.60	1
军旗	n	1.60	1
邮报	n	1.60	2
疏散	v	1.60	1
史学家	n	1.60	2
本科生	n	1.60	1
朗诵	vn	1.60	2
说说	v	1.60	3
免税	vn	1.60	1
觉醒	vi	1.60	1
笑话	n	1.60	2
来势	n	1.60	1
屡见不鲜	vl	1.60	2
强弱	n	1.60	1
改写	v	1.60	1
难以忘怀	vl	1.60	1
游子	n	1.60	1
成群	vi	1.60	1
迫在眉睫	vl	1.60	1
海区	n	1.60	1
货轮	n	1.60	1
开玩笑	vi	1.60	1
散落	v	1.60	1
感召	vn	1.60	1
成品	n	1.60	1
失事	vi	1.60	1
损耗	vn	1.60	1
真空	n	1.60	1
比拟	v	1.60	1
大本营	n	1.60	2
做工	n	1.60	1
抗击	v	1.60	2
屁股	n	1.60	1
pierce	v	1.60	1
guild	n	1.60	2
booking	n	1.60	1
文化人	n	1.60	1
值得一提	vl	1.60	1
行不通	vi	1.60	1
潜移默化	vl	1.60	1
雨后春笋	nl	1.60	2
得心应手	vl	1.60	1
同龄人	n	1.60	1
私有制	n	1.60	1
心田	n	1.60	1
样本	n	1.60	2
弱化	v	1.60	1
交汇	v	1.60	1
小报	n	1.60	2
妄图	v	1.60	3
壮士	n	1.60	1
推崇	v	1.60	1
狮子	n	1.60	1
劳资	n	1.60	1
轰鸣	vi	1.60	1
生化	n	1.60	1
海风	n	1.60	1
侵袭	vn	1.60	1
标记	n	1.60	1
救护	v	1.60	1
闪耀	v	1.60	1
肌肉	n	1.60	1
书架	n	1.60	1
防患于未然	vl	1.60	1
照抄	v	1.60	1
改为	v	1.60	1
只争朝夕	vl	1.60	1
新篇章	n	1.60	4
越秀	nz	1.60	2
流逝	vi	1.60	1
批复	vn	1.60	1
母公司	n	1.60	2
艰难险阻	nl	1.60	1
录制	v	1.60	1
新纪元	n	1.60	1
唱片	n	1.60	2
压抑	vn	1.60	3
镰刀	n	1.60	1
分红	vi	1.60	1
有如	v	1.60	1
表格	n	1.60	2
天赋	n	1.60	1
告终	vi	1.60	1
从未有过	vl	1.60	1
起色	n	1.60	1
一应俱全	vl	1.60	1
院里	n	1.60	1
违约	vi	1.60	2
技工	n	1.60	1
驻扎	v	1.60	1
起因	n	1.60	1
合理性	n	1.60	1
迎风	vi	1.60	1
刹车	n	1.60	1
比如说	vl	1.60	1
缺氧	vi	1.60	1
油漆	n	1.60	1
数以万计	vl	1.60	3
追寻	vn	1.60	3
美食	n	1.60	1
出乎	v	1.60	1
前去	v	1.60	2
雪中送炭	vl	1.60	2
必修课	n	1.60	1
发奋	vd	1.60	1
走走	v	1.60	1
窘境	n	1.60	1
万物	n	1.60	1
青蛙	n	1.60	2
实证	n	1.60	2
网页	n	1.60	1
总局	n	1.60	2
媲美	vi	1.60	1
碧波	n	1.60	1
波浪	n	1.60	1
山峦	n	1.60	1
重用	v	1.60	1
无所作为	vl	1.60	1
独树一帜	vl	1.60	1
闪亮	v	1.60	1
牙齿	n	1.60	1
西方人	n	1.60	2
跳板	n	1.60	2
领海	n	1.60	1
贬低	v	1.60	1
交手	vi	1.60	1
伤痕	n	1.60	1
权衡	v	1.60	1
肢体	n	1.60	1
意料	vn	1.60	1
百花	n	1.60	2
秩序井然	vl	1.60	2
与众不同	vl	1.60	1
增高	vi	1.60	1
总会	n	1.60	1
动静	n	1.60	1
限价	vd	1.60	2
无怨无悔	vl	1.60	1
很难说	vl	1.60	1
白银	n	1.60	1
参赛者	n	1.60	1
入口	n	1.60	1
核对	v	1.60	1
步枪	n	1.60	2
先行者	n	1.60	1
老话	n	1.60	1
殆尽	vi	1.60	1
递减	vi	1.60	1
尾巴	n	1.60	1
间隔	n	1.60	1
传入	v	1.60	1
雇佣	v	1.60	1
传感器	n	1.60	1
残骸	n	1.60	1
无言	v	1.60	1
兔子	n	1.60	1
白菜	n	1.60	1
沼气	n	1.60	1
辩解	vi	1.60	2
人马	n	1.60	1
城堡	n	1.60	1
土著	nz	1.60	1
字眼	n	1.60	1
加班	vi	1.60	1
油库	n	1.60	1
相撞	vi	1.60	1
负重	vi	1.60	1
池塘	n	1.60	1
挡住	v	1.60	1
众议员	n	1.60	1
大干	v	1.60	2
抬高	v	1.60	1
知晓	v	1.60	1
自重	v	1.60	1
除去	v	1.60	1
hubert	nz	1.60	1
abraham	nz	1.60	1
photo	n	1.60	1
广泛性	n	1.60	2
硕士生	n	1.60	1
举例	vi	1.60	1
欣欣向荣	vl	1.60	1
独创	v	1.60	1
研究者	n	1.60	1
缺席	vn	1.60	1
取长补短	vl	1.60	1
真伪	n	1.60	2
维生素	n	1.60	1
空谈	v	1.60	1
问问	v	1.60	3
创纪录	vi	1.60	1
入门	vi	1.60	4
掠夺	v	1.60	1
全景	n	1.60	2
赛车	n	1.60	2
点名	v	1.60	2
警务	n	1.60	2
评级	vn	1.60	1
迁徙	vn	1.60	1
八大	nz	1.60	4
传人	n	1.60	1
旋风	n	1.60	1
锤炼	v	1.60	1
脾气	n	1.60	1
成因	n	1.60	1
落伍	vi	1.60	6
解雇	v	1.60	1
五角大楼	n	1.60	1
调换	v	1.60	1
记过	vn	1.60	1
参战	vn	1.60	1
修补	v	1.60	1
器具	n	1.60	1
中小城市	n	1.60	1
飞越	v	1.60	1
三部曲	n	1.60	2
逃脱	v	1.60	2
事变	n	1.60	2
演练	vn	1.60	1
好心	n	1.60	1
喜出望外	vl	1.60	1
密封	v	1.60	1
错位	vn	1.60	1
搭乘	v	1.60	1
戏称	v	1.60	1
祖籍	n	1.60	1
土生土长	vl	1.60	1
始终如一	vl	1.60	1
思乡	vi	1.60	2
生源	n	1.60	2
口碑	n	1.60	1
各抒己见	vl	1.60	1
潜伏	v	1.60	4
纸币	n	1.60	1
板凳	n	1.60	1
素不相识	vl	1.60	1
新币	n	1.60	2
消遣	vi	1.60	3
童心	n	1.60	1
一目了然	vl	1.60	1
特等奖	n	1.60	1
烈火	n	1.60	1
托运	vn	1.60	1
低效	n	1.60	1
比方	n	1.60	2
回报率	n	1.60	1
山峰	n	1.60	3
尘埃	n	1.60	1
捷报	n	1.60	1
捕鱼	vi	1.60	1
霸王	n	1.60	1
平地	n	1.60	1
红十字	n	1.60	1
戒备	vn	1.60	1
平面	n	1.60	1
排气	vn	1.60	1
不言而喻	vl	1.60	1
分部	n	1.60	1
脉络	n	1.60	2
视听	n	1.60	2
屈指可数	vl	1.60	2
地板	n	1.60	1
望而却步	vl	1.60	1
定型	vi	1.60	1
变通	vi	1.60	1
哽咽	vi	1.60	1
风土人情	nl	1.60	1
大洲	n	1.60	1
展演	vn	1.60	2
税务局	n	1.60	2
演进	vn	1.60	4
宝贝	n	1.60	2
前卫	n	1.60	2
拿到	v	1.60	1
世间	n	1.60	1
非议	v	1.60	1
身价	n	1.60	1
先天	n	1.60	2
新楼	n	1.60	1
直面	v	1.60	2
作弊	vn	1.60	1
犯法	vi	1.60	1
盗用	v	1.60	1
小看	v	1.60	1
留存	v	1.60	1
含泪	vd	1.60	1
菊花	n	1.60	1
夸大	v	1.60	1
剂量	n	1.60	1
习以为常	vl	1.60	1
大拇指	n	1.60	1
称呼	v	1.60	1
机舱	n	1.60	1
成型	vi	1.60	1
种族歧视	nl	1.60	1
制胜	v	1.60	1
敌军	n	1.60	1
爆破	vn	1.60	1
计时	vi	1.60	1
为辅	vi	1.60	3
星光	n	1.60	1
嗓音	n	1.60	1
中文版	n	1.60	1
光环	n	1.60	1
备感	v	1.60	2
汉语拼音	n	1.60	1
一蹴而就	vl	1.60	4
原作	n	1.60	2
无价	vi	1.60	1
去掉	v	1.60	1
磨合	v	1.60	2
登上	v	1.60	2
谨防	v	1.60	1
放缓	v	1.60	1
购买者	n	1.60	1
对了	vl	1.60	1
锄头	n	1.60	1
朝夕相处	vl	1.60	1
比武	vn	1.60	1
征询	v	1.60	1
断绝	v	1.60	1
新锐	n	1.60	1
相隔	v	1.60	1
停工	vi	1.60	1
积水	n	1.60	1
draper	n	1.60	4
tang	n	1.60	1
holdings	n	1.60	1
ranking	n	1.60	2
sorted	vd	1.60	1
灌输	vn	1.60	1
受益匪浅	vl	1.60	2
鉴赏	vn	1.60	2
一言一行	nl	1.60	1
百花齐放	vl	1.60	2
美术家	n	1.60	2
头像	n	1.60	2
全资	n	1.60	1
盘子	n	1.60	1
用意	n	1.60	4
去留	v	1.60	1
你好	vl	1.60	1
融通	v	1.60	4
后裔	n	1.60	2
衣食	n	1.60	2
春夏秋冬	nl	1.60	1
原名	n	1.60	1
派生	v	1.60	1
象征性	n	1.60	1
在意	v	1.60	1
有利可图	vl	1.60	1
发起人	n	1.60	1
假药	n	1.60	1
民宅	n	1.60	1
百家争鸣	vl	1.60	1
倒影	n	1.60	1
哲人	n	1.60	1
没用	vi	1.60	1
接壤	vi	1.60	1
向心力	n	1.60	1
旷野	n	1.60	1
发热	vi	1.60	2
传导	vn	1.60	1
扼杀	v	1.60	1
激动不已	vl	1.60	1
亲眼目睹	vl	1.60	1
人民军	n	1.60	2
飞艇	n	1.60	1
用电量	n	1.60	1
电化	vn	1.60	1
核燃料	n	1.60	1
喷射	v	1.60	1
直言不讳	vl	1.60	1
所在国	n	1.60	1
名师	n	1.60	3
福音	n	1.60	2
始祖	n	1.60	3
生发	v	1.60	1
挺直	v	1.60	1
探究	v	1.60	1
人文科学	n	1.60	1
稳中有升	vl	1.60	2
播撒	v	1.60	1
开门见山	vl	1.60	1
分会	n	1.60	1
题图	n	1.60	1
敬畏	v	1.60	1
敷衍	v	1.60	1
止境	n	1.60	1
陷阱	n	1.60	1
方寸	n	1.60	1
阴霾	n	1.60	2
话说	v	1.60	2
子宫	n	1.60	2
铁门	n	1.60	1
减半	vd	1.60	2
争辩	v	1.60	1
通货	n	1.60	1
增发	v	1.60	1
举报人	n	1.60	1
特质	n	1.60	2
糖果	n	1.60	2
正轨	n	1.60	1
慨叹	vn	1.60	2
手套	n	1.60	1
互为	v	1.60	1
套用	v	1.60	1
真假	n	1.60	1
内幕	n	1.60	1
永生	vi	1.60	1
好似	v	1.60	1
老者	n	1.60	2
花香	n	1.60	1
特批	v	1.60	1
原谅	vn	1.60	1
上岸	vi	1.60	1
歉意	n	1.60	1
七大	n	1.60	1
控制室	n	1.60	1
着火	vi	1.60	1
叶片	n	1.60	1
修整	vn	1.60	1
应战	vi	1.60	1
货架	n	1.60	1
赶时髦	vi	1.60	1
试车	vn	1.60	1
未知数	n	1.60	1
攻防	vn	1.60	1
冲刷	v	1.60	2
严防	v	1.60	1
嘲笑	vn	1.60	1
气度	n	1.60	1
正如	nr2	1.60	1
技战术	n	1.60	1
失灵	vi	1.60	1
空想	n	1.60	1
首当其冲	vl	1.60	1
准入	vn	1.60	1
标尺	n	1.60	1
实例	n	1.60	1
衣裳	n	1.60	1
中考	vn	1.60	1
太极拳	n	1.60	1
接力棒	n	1.60	1
同乡	n	1.60	2
大儿子	n	1.60	2
解说	vn	1.60	1
洞察	v	1.60	1
外人	n	1.60	2
大雾	n	1.60	1
迷惑	v	1.60	1
中老年	n	1.60	1
抵扣	v	1.60	1
专攻	vn	1.60	1
骗人	vi	1.60	1
激素	n	1.60	1
跌势	n	1.60	1
人海	n	1.60	1
发芽	vi	1.60	1
销售商	n	1.60	7
白热化	vi	1.60	2
失落感	n	1.60	2
情意	n	1.60	1
巨石	n	1.60	1
闻名于世	vl	1.60	1
劫持	v	1.60	1
离职	vi	1.60	2
忍耐	v	1.60	1
来去	vi	1.60	1
几何	n	1.60	1
英方	n	1.60	2
得逞	vi	1.60	1
核弹头	n	1.60	2
泄密	vi	1.60	2
自由度	n	1.60	1
人参	n	1.60	1
墓穴	n	1.60	1
歇息	vi	1.60	1
军心	n	1.60	1
一无所知	vl	1.60	1
空闲	n	1.60	1
坠入	v	1.60	1
准许	v	1.60	1
待命	vi	1.60	1
危险性	n	1.60	1
情势	n	1.60	1
品行	n	1.60	1
切割	v	1.60	1
米饭	n	1.60	1
间歇	n	1.60	1
貌似	v	1.60	1
风云人物	nl	1.60	2
来龙去脉	nl	1.60	2
学艺	vi	1.60	2
示意图	n	1.60	1
抛锚	vi	1.60	1
无损	vi	1.60	2
几经周折	vl	1.60	1
打捞	v	1.60	1
命中率	n	1.60	1
教育局	n	1.60	1
善举	n	1.60	1
典故	n	1.60	2
乘凉	vi	1.60	1
老前辈	n	1.60	1
算术	n	1.60	1
系主任	n	1.60	1
大厂	n	1.60	2
明了	v	1.60	1
下挫	v	1.60	1
褪色	vi	1.60	2
不容置疑	vl	1.60	1
主会场	n	1.60	1
先锋队	n	1.60	3
完整性	n	1.60	1
互换	vn	1.60	2
乡镇长	n	1.60	2
突围	vi	1.60	2
台账	n	1.60	1
投影	n	1.60	1
娱乐性	n	1.60	1
燕子	n	1.60	1
柱子	n	1.60	1
西门子	nz	1.60	1
教研室	n	1.60	1
难产	vn	1.60	1
强盗	n	1.60	1
一触即发	vl	1.60	1
毁灭性	n	1.60	1
看管	v	1.60	1
背影	n	1.60	1
燃起	v	1.60	1
书生	n	1.60	1
奈何	v	1.60	1
加班加点	vl	1.60	1
心怀	v	1.60	1
反射	v	1.60	1
通风	vi	1.60	1
伪装	v	1.60	1
指派	v	1.60	1
下定决心	vl	1.60	1
踏上	v	1.60	1
速率	n	1.60	1
小船	n	1.60	1
得不偿失	vl	1.60	1
奇袭	v	1.60	2
海疆	n	1.60	2
胆子	n	1.60	1
大吃一惊	vl	1.60	1
阵亡	vi	1.60	1
徒劳	vi	1.60	1
告一段落	vl	1.60	1
无名	v	1.60	1
天子	n	1.60	1
抽水	vi	1.60	1
cecilia	n	1.60	1
gateway	n	1.60	2
coding	n	1.60	5
info	n	1.60	3
因材施教	vl	1.60	1
总领事馆	n	1.60	2
听讲	vi	1.60	2
东渡	v	1.60	1
锦上添花	vl	1.60	1
情愫	n	1.60	2
成语	n	1.60	2
唐诗	n	1.60	2
国学	n	1.60	2
肤色	n	1.60	1
校方	n	1.60	1
居住地	n	1.60	1
时局	n	1.60	1
下手	vi	1.60	1
产业界	n	1.60	4
低潮	n	1.60	2
外婆	n	1.60	1
回味无穷	vl	1.60	1
大有人在	vl	1.60	1
蜂拥	vi	1.60	1
寒夜	n	1.60	1
负债累累	vl	1.60	1
全天	n	1.60	2
万众	n	1.60	2
神往	v	1.60	1
长空	n	1.60	1
挑战性	n	1.60	1
对立面	n	1.60	2
跆拳道	n	1.60	1
战法	n	1.60	2
持续性	n	1.60	1
月份	n	1.60	1
投机性	n	1.60	1
佣金	n	1.60	1
绳子	n	1.60	1
承包商	n	1.60	1
工棚	n	1.60	1
先祖	n	1.60	1
光大	v	1.60	1
合金	n	1.60	1
授意	v	1.60	1
白面	n	1.60	3
喷水	vn	1.60	1
人命	n	1.60	1
攻打	v	1.60	1
失效	vi	1.60	1
主干	n	1.60	1
三角形	n	1.60	1
高耸	v	1.60	1
感应	n	1.60	1
捉襟见肘	vl	1.60	1
海防	n	1.60	1
彩带	n	1.60	1
麻雀	n	1.60	1
无关紧要	vl	1.60	1
弹头	n	1.60	1
远航	v	1.60	1
取舍	vn	1.60	1
能耐	n	1.60	2
不得而知	vl	1.60	1
深蓝	nz	1.60	1
一览无余	vl	1.60	1
真人	n	1.60	3
拼音	n	1.60	3
复旦	nz	1.60	1
同台	vd	1.60	1
述说	v	1.60	1
路费	n	1.60	1
感言	n	1.60	2
心地	n	1.60	1
绞尽脑汁	vl	1.60	1
澎湃	vi	1.60	1
新政	n	1.60	2
开课	vi	1.60	1
含金量	n	1.60	1
上天	vi	1.60	22
电子化	vn	1.60	3
佐证	n	1.60	1
摆渡	v	1.60	2
名下	n	1.60	1
台币	n	1.60	3
洗涤	vn	1.60	2
磨灭	vi	1.60	1
墙角	n	1.60	2
及时雨	n	1.60	1
小摊	n	1.60	1
出品	vi	1.60	2
工程院	n	1.60	1
文娱	n	1.60	1
养家	vi	1.60	2
骗局	n	1.60	1
竞争者	n	1.60	1
付费	v	1.60	1
轩然大波	nl	1.60	1
众说纷纭	vl	1.60	1
头条	n	1.60	1
拨开	v	1.60	1
猛虎	n	1.60	1
争霸	vn	1.60	1
堆满	v	1.60	2
出海口	n	1.60	1
戒烟	vi	1.60	1
快艇	n	1.60	2
讨教	v	1.60	1
警报	n	1.60	1
小菜	n	1.60	1
拍打	v	1.60	1
缔约国	n	1.60	1
相交	vi	1.60	1
成建制	n	1.60	1
机队	n	1.60	1
续建	vn	1.60	1
舵手	n	1.60	1
主食	n	1.60	1
货真价实	vl	1.60	1
议论纷纷	vl	1.60	1
宣战	vi	1.60	2
胆量	n	1.60	1
保守党	n	1.60	1
抛开	v	1.60	1
奉劝	v	1.60	1
地利	n	1.60	1
运算	vn	1.60	1
改用	v	1.60	1
锋芒	n	1.60	1
既有	vn	1.60	1
服务网	n	1.60	1
侨领	n	1.60	8
早出晚归	vl	1.60	1
软硬件	n	1.60	1
中餐	n	1.60	1
亲历	vn	1.60	1
节庆	n	1.60	2
情境	n	1.60	1
器乐	n	1.60	1
荣誉感	n	1.60	1
